Country,Year,Attack Type,Target Industry,Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Unified_Attack_Category,Unified_Industry,Continent,Nation_Wealth,West_or_East,Pandemic_Era,Is_Leap_Year
India,2024,Malware,Healthcare,330581,Unknown,Zero-day,AI-based Detection,54,Malware,Healthcare,Asia,Lower-Middle Income,Eastern,Post-Pandemic,True
Australia,2017,SQL Injection,IT,672966,Hacker Group,Zero-day,Firewall,13,Hacking/Intrusion,Technology,Oceania,High Income,Western,Pre-Pandemic,False
India,2022,Malware,Telecommunications,772330,Hacker Group,Unpatched Software,Encryption,20,Malware,Telecommunications,Asia,Lower-Middle Income,Eastern,Post-Pandemic,False
Japan,2018,Man-in-the-Middle,Telecommunications,255844,Insider,Unpatched Software,Encryption,8,Hacking/Intrusion,Telecommunications,Asia,High Income,Eastern,Pre-Pandemic,False
Germany,2017,Ransomware,Government,107009,Nation-state,Social Engineering,Encryption,67,Malware,Government,Europe,High Income,Western,Pre-Pandemic,False
Japan,2020,SQL Injection,Retail,872095,Nation-state,Unpatched Software,Firewall,44,Hacking/Intrusion,Retail,Asia,High Income,Eastern,Post-Pandemic,True
France,2015,DDoS,Banking,50427,Hacker Group,Zero-day,Encryption,5,Hacking/Intrusion,Finance,Europe,High Income,Western,Pre-Pandemic,False
USA,2017,Phishing,Retail,599197,Unknown,Zero-day,AI-based Detection,8,Social Engineering,Retail,North America,High Income,Western,Pre-Pandemic,False
Brazil,2022,Malware,Telecommunications,459643,Nation-state,Weak Passwords,Antivirus,10,Malware,Telecommunications,South America,Upper-Middle Income,Other/Unknown,Post-Pandemic,False
China,2021,DDoS,Telecommunications,950257,Nation-state,Weak Passwords,AI-based Detection,61,Hacking/Intrusion,Telecommunications,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
Australia,2022,Phishing,Healthcare,496317,Hacker Group,Weak Passwords,Antivirus,62,Social Engineering,Healthcare,Oceania,High Income,Western,Post-Pandemic,False
Brazil,2017,Man-in-the-Middle,Healthcare,596078,Hacker Group,Weak Passwords,Encryption,10,Hacking/Intrusion,Healthcare,South America,Upper-Middle Income,Other/Unknown,Pre-Pandemic,False
Brazil,2019,Ransomware,Banking,701522,Insider,Social Engineering,VPN,10,Malware,Finance,South America,Upper-Middle Income,Other/Unknown,Pre-Pandemic,False
India,2015,Man-in-the-Middle,Healthcare,357124,Nation-state,Weak Passwords,Antivirus,31,Hacking/Intrusion,Healthcare,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
Germany,2022,SQL Injection,Government,112688,Nation-state,Social Engineering,VPN,15,Hacking/Intrusion,Government,Europe,High Income,Western,Post-Pandemic,False
India,2018,Phishing,Retail,743107,Hacker Group,Social Engineering,VPN,49,Social Engineering,Retail,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
India,2022,Man-in-the-Middle,Banking,947465,Unknown,Unpatched Software,AI-based Detection,69,Hacking/Intrusion,Finance,Asia,Lower-Middle Income,Eastern,Post-Pandemic,False
Japan,2019,Ransomware,Government,358572,Hacker Group,Weak Passwords,VPN,48,Malware,Government,Asia,High Income,Eastern,Pre-Pandemic,False
India,2024,Malware,IT,430701,Hacker Group,Unpatched Software,VPN,54,Malware,Technology,Asia,Lower-Middle Income,Eastern,Post-Pandemic,True
Russia,2021,DDoS,Banking,281900,Hacker Group,Zero-day,Antivirus,1,Hacking/Intrusion,Finance,Europe,Upper-Middle Income,Eastern,Post-Pandemic,False
Australia,2021,Malware,IT,391257,Hacker Group,Zero-day,AI-based Detection,66,Malware,Technology,Oceania,High Income,Western,Post-Pandemic,False
China,2019,Man-in-the-Middle,Banking,277875,Nation-state,Social Engineering,Antivirus,43,Hacking/Intrusion,Finance,Asia,Upper-Middle Income,Eastern,Pre-Pandemic,False
Japan,2015,DDoS,IT,207244,Hacker Group,Zero-day,Antivirus,38,Hacking/Intrusion,Technology,Asia,High Income,Eastern,Pre-Pandemic,False
India,2018,Malware,Healthcare,294133,Insider,Social Engineering,VPN,20,Malware,Healthcare,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
Brazil,2023,Ransomware,Telecommunications,66852,Hacker Group,Weak Passwords,VPN,58,Malware,Telecommunications,South America,Upper-Middle Income,Other/Unknown,Post-Pandemic,False
China,2024,Ransomware,Telecommunications,54722,Nation-state,Social Engineering,Encryption,13,Malware,Telecommunications,Asia,Upper-Middle Income,Eastern,Post-Pandemic,True
Australia,2022,Phishing,Education,178951,Nation-state,Weak Passwords,Antivirus,26,Social Engineering,Education,Oceania,High Income,Western,Post-Pandemic,False
USA,2020,Ransomware,Healthcare,682791,Insider,Social Engineering,Encryption,44,Malware,Healthcare,North America,High Income,Western,Post-Pandemic,True
Russia,2016,SQL Injection,Education,888205,Nation-state,Weak Passwords,AI-based Detection,38,Hacking/Intrusion,Education,Europe,Upper-Middle Income,Eastern,Pre-Pandemic,True
France,2022,Phishing,IT,794901,Insider,Zero-day,VPN,26,Social Engineering,Technology,Europe,High Income,Western,Post-Pandemic,False
France,2018,DDoS,Government,978683,Insider,Zero-day,VPN,35,Hacking/Intrusion,Government,Europe,High Income,Western,Pre-Pandemic,False
Australia,2015,Phishing,Telecommunications,639279,Nation-state,Zero-day,VPN,44,Social Engineering,Telecommunications,Oceania,High Income,Western,Pre-Pandemic,False
UK,2020,Malware,Retail,675338,Hacker Group,Weak Passwords,VPN,54,Malware,Retail,Europe,High Income,Western,Post-Pandemic,True
Australia,2021,Man-in-the-Middle,Government,147589,Insider,Unpatched Software,Antivirus,31,Hacking/Intrusion,Government,Oceania,High Income,Western,Post-Pandemic,False
Australia,2017,DDoS,Government,646824,Hacker Group,Zero-day,AI-based Detection,2,Hacking/Intrusion,Government,Oceania,High Income,Western,Pre-Pandemic,False
China,2016,Phishing,Government,465317,Insider,Social Engineering,Firewall,20,Social Engineering,Government,Asia,Upper-Middle Income,Eastern,Pre-Pandemic,True
USA,2023,Malware,IT,233379,Unknown,Unpatched Software,Antivirus,50,Malware,Technology,North America,High Income,Western,Post-Pandemic,False
China,2023,Malware,IT,684108,Unknown,Weak Passwords,Firewall,24,Malware,Technology,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
Russia,2020,DDoS,Healthcare,130510,Unknown,Social Engineering,AI-based Detection,66,Hacking/Intrusion,Healthcare,Europe,Upper-Middle Income,Eastern,Post-Pandemic,True
Brazil,2016,Man-in-the-Middle,Banking,489853,Nation-state,Zero-day,AI-based Detection,28,Hacking/Intrusion,Finance,South America,Upper-Middle Income,Other/Unknown,Pre-Pandemic,True
Australia,2022,Malware,Healthcare,25905,Nation-state,Unpatched Software,VPN,40,Malware,Healthcare,Oceania,High Income,Western,Post-Pandemic,False
Japan,2023,Malware,IT,795367,Hacker Group,Zero-day,AI-based Detection,55,Malware,Technology,Asia,High Income,Eastern,Post-Pandemic,False
Australia,2023,Man-in-the-Middle,Retail,349335,Nation-state,Zero-day,Firewall,27,Hacking/Intrusion,Retail,Oceania,High Income,Western,Post-Pandemic,False
USA,2015,Ransomware,Government,366147,Hacker Group,Weak Passwords,VPN,38,Malware,Government,North America,High Income,Western,Pre-Pandemic,False
India,2018,Phishing,Government,25094,Nation-state,Unpatched Software,VPN,42,Social Engineering,Government,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
Russia,2024,Phishing,Retail,988889,Nation-state,Unpatched Software,Encryption,31,Social Engineering,Retail,Europe,Upper-Middle Income,Eastern,Post-Pandemic,True
Japan,2022,Man-in-the-Middle,IT,216303,Hacker Group,Unpatched Software,AI-based Detection,49,Hacking/Intrusion,Technology,Asia,High Income,Eastern,Post-Pandemic,False
Australia,2023,Ransomware,Healthcare,388211,Nation-state,Weak Passwords,Antivirus,22,Malware,Healthcare,Oceania,High Income,Western,Post-Pandemic,False
USA,2022,Man-in-the-Middle,Education,30235,Insider,Weak Passwords,Encryption,47,Hacking/Intrusion,Education,North America,High Income,Western,Post-Pandemic,False
USA,2023,Malware,Banking,109083,Nation-state,Weak Passwords,Antivirus,49,Malware,Finance,North America,High Income,Western,Post-Pandemic,False
Germany,2017,Malware,Healthcare,397361,Hacker Group,Weak Passwords,Encryption,57,Malware,Healthcare,Europe,High Income,Western,Pre-Pandemic,False
UK,2016,Ransomware,Retail,329026,Nation-state,Weak Passwords,VPN,31,Malware,Retail,Europe,High Income,Western,Pre-Pandemic,True
Australia,2017,Man-in-the-Middle,IT,889521,Nation-state,Weak Passwords,Encryption,51,Hacking/Intrusion,Technology,Oceania,High Income,Western,Pre-Pandemic,False
USA,2018,SQL Injection,Healthcare,849755,Insider,Weak Passwords,Encryption,46,Hacking/Intrusion,Healthcare,North America,High Income,Western,Pre-Pandemic,False
China,2021,Phishing,Education,631101,Unknown,Zero-day,Firewall,36,Social Engineering,Education,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
Japan,2016,DDoS,Healthcare,625954,Insider,Weak Passwords,AI-based Detection,71,Hacking/Intrusion,Healthcare,Asia,High Income,Eastern,Pre-Pandemic,True
Japan,2023,Man-in-the-Middle,IT,220769,Unknown,Zero-day,VPN,71,Hacking/Intrusion,Technology,Asia,High Income,Eastern,Post-Pandemic,False
China,2018,SQL Injection,Healthcare,527443,Hacker Group,Unpatched Software,Firewall,24,Hacking/Intrusion,Healthcare,Asia,Upper-Middle Income,Eastern,Pre-Pandemic,False
Germany,2020,DDoS,Government,846169,Hacker Group,Zero-day,VPN,59,Hacking/Intrusion,Government,Europe,High Income,Western,Post-Pandemic,True
China,2017,Malware,Education,783239,Unknown,Social Engineering,VPN,41,Malware,Education,Asia,Upper-Middle Income,Eastern,Pre-Pandemic,False
China,2022,Malware,Telecommunications,104772,Unknown,Social Engineering,Firewall,43,Malware,Telecommunications,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
Germany,2015,DDoS,Telecommunications,33098,Hacker Group,Zero-day,AI-based Detection,8,Hacking/Intrusion,Telecommunications,Europe,High Income,Western,Pre-Pandemic,False
UK,2024,Man-in-the-Middle,Healthcare,512847,Insider,Social Engineering,Encryption,72,Hacking/Intrusion,Healthcare,Europe,High Income,Western,Post-Pandemic,True
Australia,2018,SQL Injection,Banking,840106,Insider,Weak Passwords,VPN,44,Hacking/Intrusion,Finance,Oceania,High Income,Western,Pre-Pandemic,False
Brazil,2024,SQL Injection,Healthcare,269458,Insider,Zero-day,Firewall,15,Hacking/Intrusion,Healthcare,South America,Upper-Middle Income,Other/Unknown,Post-Pandemic,True
Germany,2021,Ransomware,Healthcare,242893,Nation-state,Zero-day,Antivirus,50,Malware,Healthcare,Europe,High Income,Western,Post-Pandemic,False
Russia,2018,Phishing,Education,605947,Insider,Zero-day,Firewall,13,Social Engineering,Education,Europe,Upper-Middle Income,Eastern,Pre-Pandemic,False
Japan,2018,SQL Injection,Education,468399,Nation-state,Zero-day,VPN,56,Hacking/Intrusion,Education,Asia,High Income,Eastern,Pre-Pandemic,False
India,2015,Ransomware,IT,503774,Hacker Group,Zero-day,Firewall,37,Malware,Technology,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
France,2021,Phishing,Retail,754278,Insider,Social Engineering,Firewall,46,Social Engineering,Retail,Europe,High Income,Western,Post-Pandemic,False
Japan,2019,SQL Injection,IT,126120,Unknown,Social Engineering,Encryption,39,Hacking/Intrusion,Technology,Asia,High Income,Eastern,Pre-Pandemic,False
UK,2018,Malware,IT,210024,Hacker Group,Weak Passwords,Antivirus,20,Malware,Technology,Europe,High Income,Western,Pre-Pandemic,False
France,2022,DDoS,Banking,970775,Insider,Unpatched Software,AI-based Detection,21,Hacking/Intrusion,Finance,Europe,High Income,Western,Post-Pandemic,False
France,2017,Ransomware,Education,832471,Insider,Social Engineering,Firewall,54,Malware,Education,Europe,High Income,Western,Pre-Pandemic,False
India,2024,Phishing,IT,165316,Unknown,Zero-day,Encryption,61,Social Engineering,Technology,Asia,Lower-Middle Income,Eastern,Post-Pandemic,True
Australia,2016,DDoS,Retail,990886,Insider,Weak Passwords,AI-based Detection,59,Hacking/Intrusion,Retail,Oceania,High Income,Western,Pre-Pandemic,True
UK,2021,Malware,Telecommunications,370146,Nation-state,Zero-day,VPN,55,Malware,Telecommunications,Europe,High Income,Western,Post-Pandemic,False
China,2021,Man-in-the-Middle,Retail,284823,Unknown,Social Engineering,Antivirus,50,Hacking/Intrusion,Retail,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
UK,2016,Malware,Healthcare,742857,Nation-state,Weak Passwords,Antivirus,49,Malware,Healthcare,Europe,High Income,Western,Pre-Pandemic,True
Brazil,2024,DDoS,Healthcare,484101,Hacker Group,Unpatched Software,VPN,9,Hacking/Intrusion,Healthcare,South America,Upper-Middle Income,Other/Unknown,Post-Pandemic,True
UK,2015,Ransomware,Telecommunications,368441,Hacker Group,Weak Passwords,AI-based Detection,71,Malware,Telecommunications,Europe,High Income,Western,Pre-Pandemic,False
Russia,2019,Malware,Banking,945465,Unknown,Weak Passwords,Firewall,5,Malware,Finance,Europe,Upper-Middle Income,Eastern,Pre-Pandemic,False
USA,2016,DDoS,Healthcare,551900,Unknown,Social Engineering,VPN,17,Hacking/Intrusion,Healthcare,North America,High Income,Western,Pre-Pandemic,True
UK,2021,Malware,Banking,731722,Hacker Group,Weak Passwords,VPN,28,Malware,Finance,Europe,High Income,Western,Post-Pandemic,False
Germany,2018,Phishing,Banking,436597,Insider,Unpatched Software,AI-based Detection,33,Social Engineering,Finance,Europe,High Income,Western,Pre-Pandemic,False
France,2020,DDoS,Education,728830,Insider,Zero-day,AI-based Detection,45,Hacking/Intrusion,Education,Europe,High Income,Western,Post-Pandemic,True
USA,2022,Ransomware,IT,826018,Hacker Group,Weak Passwords,Firewall,24,Malware,Technology,North America,High Income,Western,Post-Pandemic,False
Russia,2020,Ransomware,Telecommunications,791323,Insider,Unpatched Software,Encryption,40,Malware,Telecommunications,Europe,Upper-Middle Income,Eastern,Post-Pandemic,True
USA,2015,SQL Injection,Banking,117454,Insider,Unpatched Software,Firewall,19,Hacking/Intrusion,Finance,North America,High Income,Western,Pre-Pandemic,False
Japan,2023,Ransomware,Retail,986882,Hacker Group,Weak Passwords,Encryption,45,Malware,Retail,Asia,High Income,Eastern,Post-Pandemic,False
France,2016,Phishing,IT,770227,Unknown,Zero-day,Antivirus,20,Social Engineering,Technology,Europe,High Income,Western,Pre-Pandemic,True
China,2024,SQL Injection,Government,997411,Nation-state,Social Engineering,Antivirus,25,Hacking/Intrusion,Government,Asia,Upper-Middle Income,Eastern,Post-Pandemic,True
Japan,2020,Malware,Education,640603,Hacker Group,Unpatched Software,VPN,23,Malware,Education,Asia,High Income,Eastern,Post-Pandemic,True
Brazil,2024,Phishing,Telecommunications,499671,Hacker Group,Weak Passwords,VPN,4,Social Engineering,Telecommunications,South America,Upper-Middle Income,Other/Unknown,Post-Pandemic,True
India,2020,Phishing,Retail,805905,Nation-state,Social Engineering,Firewall,54,Social Engineering,Retail,Asia,Lower-Middle Income,Eastern,Post-Pandemic,True
France,2017,Phishing,Retail,377252,Nation-state,Unpatched Software,Encryption,8,Social Engineering,Retail,Europe,High Income,Western,Pre-Pandemic,False
USA,2018,Ransomware,Retail,653168,Unknown,Weak Passwords,AI-based Detection,3,Malware,Retail,North America,High Income,Western,Pre-Pandemic,False
Brazil,2017,Phishing,IT,955790,Nation-state,Zero-day,Encryption,44,Social Engineering,Technology,South America,Upper-Middle Income,Other/Unknown,Pre-Pandemic,False
USA,2018,Phishing,Telecommunications,734448,Unknown,Social Engineering,Encryption,37,Social Engineering,Telecommunications,North America,High Income,Western,Pre-Pandemic,False
China,2021,Ransomware,Retail,425647,Unknown,Zero-day,Antivirus,4,Malware,Retail,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
France,2019,SQL Injection,Banking,278315,Unknown,Unpatched Software,VPN,3,Hacking/Intrusion,Finance,Europe,High Income,Western,Pre-Pandemic,False
UK,2020,Man-in-the-Middle,Telecommunications,294447,Unknown,Zero-day,AI-based Detection,54,Hacking/Intrusion,Telecommunications,Europe,High Income,Western,Post-Pandemic,True
Brazil,2020,DDoS,Education,384988,Insider,Zero-day,AI-based Detection,19,Hacking/Intrusion,Education,South America,Upper-Middle Income,Other/Unknown,Post-Pandemic,True
Japan,2020,Man-in-the-Middle,Education,141411,Insider,Unpatched Software,AI-based Detection,58,Hacking/Intrusion,Education,Asia,High Income,Eastern,Post-Pandemic,True
France,2023,Phishing,Healthcare,581712,Insider,Social Engineering,VPN,12,Social Engineering,Healthcare,Europe,High Income,Western,Post-Pandemic,False
UK,2020,Ransomware,Education,100749,Unknown,Zero-day,Firewall,62,Malware,Education,Europe,High Income,Western,Post-Pandemic,True
Russia,2019,Malware,Education,217880,Nation-state,Unpatched Software,VPN,48,Malware,Education,Europe,Upper-Middle Income,Eastern,Pre-Pandemic,False
France,2023,Man-in-the-Middle,Telecommunications,357542,Hacker Group,Zero-day,Antivirus,21,Hacking/Intrusion,Telecommunications,Europe,High Income,Western,Post-Pandemic,False
UK,2021,Malware,Telecommunications,347426,Hacker Group,Zero-day,Antivirus,36,Malware,Telecommunications,Europe,High Income,Western,Post-Pandemic,False
France,2018,Man-in-the-Middle,Education,829140,Nation-state,Unpatched Software,Encryption,2,Hacking/Intrusion,Education,Europe,High Income,Western,Pre-Pandemic,False
France,2017,SQL Injection,Healthcare,683189,Unknown,Zero-day,VPN,19,Hacking/Intrusion,Healthcare,Europe,High Income,Western,Pre-Pandemic,False
India,2019,Ransomware,Banking,453441,Hacker Group,Unpatched Software,VPN,29,Malware,Finance,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
Australia,2017,Malware,IT,673439,Insider,Weak Passwords,Firewall,13,Malware,Technology,Oceania,High Income,Western,Pre-Pandemic,False
Brazil,2016,SQL Injection,Telecommunications,832297,Nation-state,Weak Passwords,AI-based Detection,69,Hacking/Intrusion,Telecommunications,South America,Upper-Middle Income,Other/Unknown,Pre-Pandemic,True
India,2018,Phishing,IT,400964,Nation-state,Weak Passwords,VPN,19,Social Engineering,Technology,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
France,2019,DDoS,Telecommunications,192293,Nation-state,Weak Passwords,VPN,57,Hacking/Intrusion,Telecommunications,Europe,High Income,Western,Pre-Pandemic,False
